bibtex_id,title,abstract,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471935366,How Digital Twins Can Help to Accelerate the Transition to a Carbon-Neutral System,"In this article we report about our efforts to employ detailed physical simulation models (so called digital twins) and advanced optimization algorithms to identify optimal investment decisions into renewable energy systems to reduce energy costs and carbon emissions. From our own experience and discussions with several energy consultants, we learned that even when presented with very good investment options, decision makers are very often hesitant to act quickly. In this work we argue that to tackle this problem, the psychological aspects of the optimization and decision making process need to be addressed explicitly. We review some of the main insights from psychology of decision making and propose trust as the key factor with transparency and explainability as the main necessary contributors for building trust. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",exclude,"IC1 is satisfied: the abstract states the work employs “detailed physical simulation models (so called digital twins)” together with optimization to identify optimal renewable energy investment decisions, making the digital twin central to the proposed approach. IC2 is not satisfied: although the abstract argues that “transparency and explainability” contribute to trust, it does not explicitly propose, implement, evaluate, or formally analyze any concrete XAI/interpretability/transparency mechanism within the digital twin (it reads as a conceptual/argumentative discussion). IC3 is not satisfied: while “decision makers” are mentioned as hesitant to act, the abstract does not explicitly define human roles within a system architecture nor describe any human-in-the-loop/on-the-loop interaction, workflow, or evaluation involving humans. Because IC2 and IC3 are missing/insufficiently supported by the abstract, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:00:56.694195,3.8276174068450928
rayyan-471935369,"Digital twin-enabled post-disaster damage and recovery monitoring with deep learning: leveraging transfer learning, attention mechanisms, and explainable AI","This study presents a novel approach to combine Digital Twins (DTs) with advanced deep learning (DL) models to deliver accurate, timely and actionable insights. Very high-resolution multi-temporal satellite images from various platforms were employed, covering pre-disaster, immediate post-disaster, and recovery phases. The dataset used consists of 1,303 labeled samples, distributed across three classes: ‘not damaged’, ‘recovered’, and ‘not recovered’. By leveraging transfer learning and spatial and multi-head attention mechanisms with state-of-the-art DL models, we significantly enhance model performance and reduce training time to address the (near) real time processing needs of DTs. Multi-head Attention ShallowNet (MAS), specifically developed for this task, achieved an accuracy of 83% with a training time of just 26 min. RegNetX002 demonstrated the highest accuracy (88%) but required significantly more time for training (519 min). Additionally, this study integrates Explainable AI methods, including Saliency Maps and Grad-CAM, to provide transparency, reliability checks, and detailed insights into the models’ decision-making processes. The results indicate that MAS demonstrates reliable performance with a balanced focus across pre-disaster, event, and post-disaster timeframes, effectively identifying critical regions for damage and recovery assessment. This comprehensive approach lays the foundation for integrated solutions in real-time response and recovery monitoring with DTs. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",exclude,"IC1 is met: the abstract positions Digital Twins as a central motivation and context (e.g., “combine Digital Twins (DTs) with advanced deep learning,” addressing “(near) real time processing needs of DTs,” and “foundation for integrated solutions…with DTs”). IC2 is met: it explicitly integrates and names XAI methods (Saliency Maps, Grad-CAM) to provide transparency and insight into model decisions within the DT-enabled monitoring framing. IC3 is not met: the abstract does not explicitly define any human roles (operator/analyst/decision-maker) nor describe human-in-the-loop/on-the-loop or any human-centered interaction component in the system architecture or evaluation. Under Phase 3 rules, missing IC3 requires exclusion.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:00.047033,3.342852830886841
rayyan-471935371,Evolutionary method of digital twin model for building physics mechanism,"Building digital twin (BDT) realizes real-time monitoring, prediction, and optimization control of the building system through the synchronization between the real world and the virtual platform, and improves the efficiency of building operation and maintenance. However, the changes in physical laws caused by the decline and aging of buildings make it difficult for the BDT models to depict the dynamic evolution mechanism of buildings and improve decision-making, which brings great challenges to the prediction and maintenance of buildings. To this end, an evolutionary method of digital twin model for building physics mechanisms is proposed, which integrates the internet of things (IoT), building information physical model (BIPM), and machine learning algorithms to build a self-evolution framework of digital twins for building physics mechanism, and supports high-precision modeling of BDTs. The advanced prediction (AP) model and autonomous decision-making (ADM) model for building physics mechanisms with self-evolution capability are designed, which support the autonomous correction of model parameters and the dynamic updating of the model driven by real-time data, and the ability to learn optimal control actions through interactive trial and error with the environment. The experimental results based on the settlement prediction and control case of underground engineering show that this evolutionary method can dynamically simulate the future evolution trend of the settlement law of underground engineering, and adjust the physical parameters to the ideal range to guide the evolution of underground engineering in a better direction. Compared with the existing methods, it has better prediction accuracy, interpretability, and generalization performance. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",exclude,"IC1 (Digital Twin central): Satisfied. The work is explicitly about a “building digital twin (BDT)” and proposes an “evolutionary method of digital twin model” and a “self-evolution framework of digital twins,” making DT a defining concept.

IC2 (Explicit XAI within DT context): Not satisfied. The abstract only claims improved “interpretability” as a comparative outcome, but does not explicitly propose or describe any explainability/interpretability/XAI mechanism (e.g., explanation method, transparency approach, interpretable model design, user-facing explanations, attribution, rule extraction) within the digital twin system. A performance claim without an explicit XAI method is insufficient under Phase 3.

IC3 (Explicit human roles / HITL): Not satisfied. The abstract mentions “autonomous decision-making” and “interactive trial and error with the environment,” but it does not explicitly define any human role (operator/analyst/decision-maker) nor describe human-in-the-loop/on-the-loop/human-centered interaction in the architecture or evaluation.

Final decision: Exclude because IC2 and IC3 are missing/ambiguous in the abstract, and Phase 3 requires all criteria to be explicitly met.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:05.346564,5.298515558242798
rayyan-471935372,Toward Cognitive Digital Twin System of Human–Robot Collaboration Manipulation,"Multielement decision-making is crucial for the robust deployment of human-robot collaboration (HRC) systems in flexible manufacturing environments with personalized tasks and dynamic scenes. Large Language Models (LLMs) have recently demonstrated remarkable reasoning capabilities in various robotic tasks, potentially offering this capability. However, the application of LLMs to actual HRC systems requires the timely and comprehensive capturing of real-scene information. In this study, we suggest incorporating real scene data into LLMs using digital twin (DT) technology and present a cognitive digital twin prototype system of HRC manipulation, known as HRC-CogiDT. Specifically, we initially construct a scene semantic graph encoding the geometric information of entities, spatial relations between entities, actions of humans and robots, and collaborative activities. Subsequently, we devise a prompt that merges scene semantics with prior knowledge of activities, linking the real scene with LLMs. To evaluate performance, we compile an HRC scene understanding dataset and set up a laboratory-level experimental platform. Empirical results indicate that HRC-CogiDT can swiftly perceive scene changes and make high-level decisions based on varying task requirements, such as task planning, anomaly detection, and schedule reasoning. This study provides promising insights for the future applications of LLMs in robotics. Note to Practitioners—Recently, LLMs have demonstrated significant success in various robotic tasks, suggesting their potential as a powerful tool for robotic decision-making. Motivated by this, to improve the production efficiency of HRC in flexible manufacturing, we innovatively combine LLMs with DT technology, and propose a cognitive DT system for HRC, aiming to integrate LLMs into the decision-making loop of HRC system. Experiments conducted in a laboratory-scale platform indicate that the proposed system can handle different decision-making needs in different HRC activities. This system can provide professional guidance to operators in a comprehensible form and serve as a medium for monitoring the safety and standardization of the manipulation process. Future work will explore the use of virtual space provided by the proposed system to optimize the decision outputs of LLMs to make the proposed system more broadly applicable. © 2024 IEEE.",exclude,"IC1 is satisfied: the abstract makes Digital Twin (DT) a central concept (""incorporating real scene data into LLMs using digital twin (DT) technology"" and proposing a ""cognitive digital twin prototype system"" for HRC manipulation).

IC2 is NOT satisfied: the abstract does not explicitly propose, implement, evaluate, or analyze explainability/interpretability/transparency/XAI mechanisms within the DT context. Phrases like ""provide professional guidance to operators in a comprehensible form"" describe usability/communication of outputs, but no concrete XAI method (e.g., explanations, interpretable models, attribution, transparency framework, or explainability evaluation) is stated.

IC3 is satisfied: human roles and interaction are explicit (human–robot collaboration; ""actions of humans and robots""; and ""provide professional guidance to operators"" / monitoring safety and standardization).

Because IC2 is missing and Phase 3 requires all criteria to be explicitly met, the article must be excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:09.587173,4.237308979034424
rayyan-471935378,Key Technologies and Implementation Method of Intelligent Operation and Maintenance of Railway Tunnels Based on Digital Twins,"With the trend of transformation and upgrading of the engineering construction industry, the key technologies and implementation method of intelligent operation and maintenance of railway tunnels based on digital twins are proposed to address the problems of low control efficiency, poor interpretability of health status evaluation, and complex process of operation and maintenance decision-making in the operation and maintenance of railway tunnel projects. The overall framework of railway tunnel intelligent operation and maintenance is established with digital twin as the driving core, which organizes the layers of tunnel operation and maintenance data flow and application, clarifies the main function and core value of digital twin in the system framework, and conducts research on the information mapping mechanism between physical entities and twin models and key technologies of intelligent operation and maintenance. First, the data classification system and information storage and expression methods in railway tunnel operation and maintenance are summarized, and the mapping mechanism between dynamic perception data and digital twin data in tunnel intelligent operation and maintenance is revealed. The key technologies that need to be solved in intelligent operation and maintenance, including intelligent perception of tunnel state, intelligent data analysis, and auxiliary decision-making in operation and maintenance, are analyzed. Based on the system framework, fusion mechanism and key technologies, the implementation method of intelligent operation and maintenance of tunnels is proposed. In addition, the reliability and practicability of the technical framework are verified through the intelligent operation and maintenance platform of railway tunnels. Furthermore, the feasibility of the digital twin technology in improving the efficiency of tunnel operation and maintenance management and the degree of intelligence is preliminarily verified. © 2024 Editorial Office of Tunnel Construction. All rights reserved.",exclude,"IC1 is satisfied: the abstract explicitly states an overall framework is established “with digital twin as the driving core,” indicating the digital twin is central and defining. IC2 is not satisfied: although the paper mentions “poor interpretability of health status evaluation” as a motivating problem, the abstract does not explicitly propose or describe any explainability/interpretability/XAI mechanism (e.g., model explanations, transparent reasoning, interpretable models, explanation interfaces, formal XAI evaluation) within the digital twin system; it only lists generic components like “intelligent data analysis” and “auxiliary decision-making.” IC3 is not satisfied: the abstract does not explicitly define human roles (operator/engineer/decision-maker) or describe any human-in/on-the-loop or human-centered interaction mechanism in the architecture or evaluation; “auxiliary decision-making” is mentioned without specifying human involvement. Since IC2 and IC3 are missing/implicit rather than explicit, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:14.321513,4.73190450668335
rayyan-471935380,"Explainable AI for cybersecurity automation, intelligence and trustworthiness in digital twin: Methods, taxonomy, challenges and prospects","Digital twins (DTs) are an emerging digitalization technology with a huge impact on today's innovations in both industry and research. DTs can significantly enhance our society and quality of life through the virtualization of a real-world physical system, providing greater insights about their operations and assets, as well as enhancing their resilience through real-time monitoring and proactive maintenance. DTs also pose significant security risks, as intellectual property is encoded and more accessible, as well as their continued synchronization to their physical counterparts. The rapid proliferation and dynamism of cyber threats in today's digital environments motivate the development of automated and intelligent cyber solutions. Today's industrial transformation relies heavily on artificial intelligence (AI), including machine learning (ML) and data-driven technologies that allow machines to perform tasks such as self-monitoring, investigation, diagnosis, future prediction, and decision-making intelligently. However, to effectively employ AI-based models in the context of cybersecurity, human-understandable explanations, and their trustworthiness, are significant factors when making decisions in real-world scenarios. This article provides an extensive study of explainable AI (XAI) based cybersecurity modeling through a taxonomy of AI and XAI methods that can assist security analysts and professionals in comprehending system functions, identifying potential threats and anomalies, and ultimately addressing them in DT environments in an intelligent manner. We discuss how these methods can play a key role in solving contemporary cybersecurity issues in various real-world applications. We conclude this paper by identifying crucial challenges and avenues for further research, as well as directions on how professionals and researchers might approach and model future-generation cybersecurity in this emerging field. © 2024 The Author(s)",exclude,"IC1 is satisfied: the abstract is explicitly framed around cybersecurity in “digital twin (DT) environments,” and DTs are the defining context for the discussion. IC2 is satisfied: it explicitly focuses on “explainable AI (XAI) based cybersecurity modeling,” providing a “taxonomy of AI and XAI methods” for DT environments and emphasizing “human-understandable explanations” and trustworthiness. IC3 is NOT satisfied: while it mentions that XAI methods can “assist security analysts and professionals” and that explanations matter “when making decisions,” the abstract does not explicitly define human roles as part of the system architecture (e.g., operator-in-the-loop) nor does it describe any concrete human-in-the-loop/on-the-loop interaction mechanism or human-centered evaluation. Because IC3 is missing/weakly supported in the abstract, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:18.733148,4.402635812759399
rayyan-471935381,Digital Twins-enabled Zero Touch Network: A smart contract and explainable AI integrated cybersecurity framework,"Data-driven modeling using Artificial Intelligence (AI) is envisioned as a key enabling technology for Zero Touch Network (ZTN) management. Specifically, AI has shown huge potential for automating and modeling the threat detection mechanism of complicated wireless systems. The current data-driven AI systems, however, lack transparency and accountability in their decisions, and assuring the reliability and trustworthiness of the data collected from participating entities is an important obstacle to threat detection and decision-making. To this end, we integrate smart contracts with eXplainable AI (XAI) to design a robust cybersecurity framework for ZTN. The proposed framework uses a blockchain and smart contract-enabled access control and authentication mechanism to ensure trust among the participating entities. Additionally, with the collected data, we designed Digital Twins (DTs) for simulating the attack detection operation in the ZTN environment. Specifically, to provide a platform for analysis and the development of an Intrusion Detection System (IDS), the DTs are equipped with a variety of process-aware attack scenarios. A Self Attention-based Long Short Term Memory (SALSTM) network is used to evaluate the attack detection capabilities of the proposed framework. Furthermore, the explainability of the proposed AI-based IDS is achieved using the SHapley Additive exPlanations (SHAP) tool. The experimental results using N-BaIoT and a self-generated DTs dataset confirm the superiority of the proposed framework over some baseline and state-of-the-art techniques. © 2024 The Authors",exclude,"IC1 is satisfied: Digital Twins are a central component of the framework (“designed Digital Twins (DTs) for simulating the attack detection operation… provide a platform for analysis and the development of an IDS”). IC2 is satisfied: the abstract explicitly integrates XAI in the DT-enabled cybersecurity framework and specifies an explainability mechanism (“explainability… achieved using… SHAP”). IC3 is not satisfied: the abstract does not explicitly define any human roles (e.g., operator/analyst/decision-maker) and does not describe any human-in-the-loop/on-the-loop or human-centered interaction as part of the architecture or evaluation; it only discusses transparency/accountability at a system level. Because all three inclusion criteria must be explicitly met and IC3 is missing, the article is excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:22.118847,3.3806774616241455
rayyan-471935382,Empowering digital twins with large language models for global temporal feature learning,"Digital Twin (DT), as an efficient technology for virtual-physical interaction, has demonstrated significant application potential in various industries. Intelligent agent-driven digital twin systems excel in analysis, decision-making, and control, making them highly suitable for manufacturing resource scheduling, diagnostic decision-making, and other requirements. However, current intelligent agents have notable deficiencies in adaptability, data utilization, and interpretability. This limitation undermines decision security and acceptability, creating barriers for user intervention. Therefore, this paper introduces a DT multi agent architecture driven by Large Language Models (LLMs). Agents perceive the characteristics of physical systems, particularly their temporal characteristics, by integrating data from various modalities. Multiple agents achieve insights through specific interaction mechanisms, while maintaining traceability. To showcase the advantages and characteristics of this architecture, we developed a typical application scenario for equipment maintenance. The effectiveness of each framework component was validated through ablation experiments. The experimental results suggest that the proposed framework holds promising and extensive application prospects. © 2024 The Society of Manufacturing Engineers",exclude,"IC1 is satisfied: the paper clearly positions Digital Twin as the core concept (""introduces a DT multi agent architecture driven by LLMs"" and frames DT as the virtual-physical interaction backbone for analysis/decision/control). IC2 is not satisfied: although the abstract mentions deficiencies in ""interpretability"" and states the architecture maintains ""traceability,"" it does not explicitly propose or describe any concrete explainability/interpretability/XAI mechanism (e.g., explanation generation, interpretable models, transparency modules, formal XAI evaluation) within the DT; traceability is stated but not defined or evaluated as an XAI method. IC3 is not satisfied: the abstract notes ""barriers for user intervention"" but does not explicitly define any human role (operator/decision-maker/analyst) nor describe a human-in/on-the-loop interaction mechanism or human-centered evaluation as part of the architecture. Because IC2 and IC3 are missing/ambiguous based on the abstract/metadata, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:27.219243,5.0962183475494385
rayyan-471935384,"Explainable, interpretable, and trustworthy AI for an intelligent digital twin: A case study on remaining useful life","Artificial intelligence (AI) and Machine learning (ML) are increasingly used for digital twin development in energy and engineering systems, but these models must be fair, unbiased, interpretable, and explainable. It is critical to have confidence in AI's trustworthiness. ML techniques have been useful in predicting important parameters and improving model performance. However, for these AI techniques to be useful in making decisions, they need to be audited, accounted for, and easy to understand. Therefore, the use of explainable AI (XAI) and interpretable machine learning (IML) is crucial for the accurate prediction of prognostics, such as remaining useful life (RUL), in a digital twin system to make it intelligent while ensuring that the AI model is transparent in its decision-making processes and that the predictions it generates can be understood and trusted by users. By using an explainable, interpretable, and trustworthy AI, intelligent digital twin systems can make more accurate predictions of RUL, leading to better maintenance and repair planning and, ultimately, improved system performance. This paper aims to explain the ideas of XAI and IML and justify the important role of AI/ML for the digital twin components, which requires XAI to understand the prediction better. This paper explains the importance and fundamentals of XAI and IML in both local and global aspects in terms of feature selection, model interpretability, and model diagnosis and validation to ensure the reliable use of trustworthy AI/ML applications for RUL prediction. © 2023 Elsevier Ltd",exclude,"IC1 satisfied: The abstract frames the contribution around an “intelligent digital twin system” for RUL prediction and discusses AI/ML as part of digital twin development, making the digital twin concept central. IC2 satisfied: It explicitly focuses on “explainable AI (XAI) and interpretable machine learning (IML)” within the digital twin context (feature selection, interpretability, diagnosis/validation, transparency, trustworthiness). IC3 not satisfied: The abstract does not explicitly define any human roles (e.g., operator, maintainer, analyst, decision-maker) nor describe any human-in-the-loop/on-the-loop or human-centered interaction mechanism in the system architecture or evaluation. References to “users” trusting/understanding predictions are generic and do not constitute explicit human-role or interaction specification. Because IC3 is missing, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:31.134449,3.912038803100586
rayyan-471935386,HUMAN-IN-THE-LOOP DIGITAL TWIN FRAMEWORK FOR ERGONOMIC ASSESSMENT OF EXOSKELETONS IN CONSTRUCTION,"Exoskeletons are increasingly recognized as ergonomic solutions for work-related musculoskeletal disorders in the construction industry. However, users of active back-support exoskeletons are susceptible to various physical and psychological risks, which could be exoskeleton-type or task-dependent. A test bed is needed to enable deployment and assessment of risks associated with exoskeleton use for construction tasks. This study presents a human-in-the-loop digital twin framework for assessing ergonomic risks associated with using active back-support exoskeletons for construction work. Through a literature review, a digital twin system architecture for assessing risks associated with active back-support exoskeletons was developed. Semi-structured interviews were conducted to identify construction tasks that are most suitable for active back-support exoskeletons. Based on the identified tasks, a laboratory experiment was conducted to quantify the risks associated with the use of a commercially available active back-support exoskeleton for carpentry framing tasks. The efficacy of the digital twin framework is demonstrated with an example of the classification of exertion levels due to exoskeleton use using a 1D-convolutional neural network. The results show that the performance of the model improved significantly with synthetic data. The dashboard provides a visualization of exertion risk classification outcomes to aid decision-making. The study highlights the potential of digital twins for ergonomic assessment, allowing stakeholders to proactively address ergonomic risks and optimize the use of exoskeletons in the construction industry. This study sets a precedent for future research on using digital twins to monitor the performance of exoskeletons in construction. Such efforts could enhance the sustainability of exoskeleton solutions in construction workplaces. © 2024 The author(s).",exclude,"IC1 (Digital Twin central): Satisfied. The abstract explicitly presents a “human-in-the-loop digital twin framework” and develops a “digital twin system architecture” for ergonomic risk assessment.

IC3 (Human role / HITL): Satisfied. The work is explicitly “human-in-the-loop,” includes semi-structured interviews to identify tasks, and uses a dashboard to “aid decision-making,” indicating explicit human involvement in the workflow.

IC2 (Explicit XAI/interpretability/transparency within the digital twin): Not satisfied. The abstract describes a 1D-CNN exertion-level classifier and a dashboard that visualizes “classification outcomes,” but it does not explicitly mention or describe any explainability/interpretability/transparency mechanism (e.g., explanations, feature importance/attributions, interpretable models, uncertainty communication, transparency methods) in the digital twin context. Visualization of outcomes alone is not explicit XAI.

Because IC2 is missing under the strict Phase 3 rule requiring explicit evidence in the abstract/metadata, the article is excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:35.284929,4.145117521286011
rayyan-471935387,What does a Heart Beat for? A Heterogeneous Approach for Human Digital Twin Construction,"As healthcare applications of Artificial Intelligence are growing more and more, the necessity of building universal and transparent models in healthcare is of a paramount importance. Defining approaches able to combine the flexibility of data-driven and the explainability of model-based methods is still an open and promising challenge. This paper proposes an approach to combine mathematical modelling, based on Ordinary Differential Equations, Machine Learning and Fluid Stochastic Petri Nets. By adopting the proposed method and tools, a user could understand the effects of drugs and other treatments on a patient in an interpretable manner. The paper also presents a preliminary application of the approach on the human heartbeat. © 2024 The Authors.",exclude,"IC1 (Digital Twin central): Not explicitly satisfied in the abstract. Although the title mentions “Human Digital Twin Construction,” the abstract describes a heterogeneous modeling approach (ODEs, ML, Fluid Stochastic Petri Nets) for understanding treatment effects, without explicitly framing the proposed system as a digital twin (e.g., a DT architecture, DT lifecycle, synchronization with a physical counterpart, or DT-specific components) as the central defining concept.
IC2 (XAI within DT context): Partially satisfied for explainability/interpretability in general (explicitly mentions “transparent models,” “explainability,” and “interpretable manner”), but it is not explicitly situated “within the digital twin context” because the abstract does not clearly establish that the work is a digital twin system.
IC3 (Human roles / HITL): Not satisfied. The abstract only states “a user could understand…” but does not define any human role (clinician, operator, decision-maker, etc.) nor describe any explicit human-in-the-loop/on-the-loop interaction mechanism or human-centered evaluation.
Because at least IC1 and IC3 are not explicitly and clearly supported by the abstract/metadata, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:40.619740,5.330299377441406
rayyan-471935390,A Generative City Digital Twin System for Flooding Emergency Management in Smart City,"Emergency Management (EM) is a critical component in maintaining life quality and enhancing public safety in smart cities. City EM is now often triggered by extreme weather conditions, particularly urban flooding resulting from Localized Heavy Rain (LHR), as it requires timely multi-service collaboration, planning and decision-making among all stakeholders, this in turn requires the systematic support of multimodal information model fusion, timely visual situation awareness, edge-cloud collaborative analysis and virtual-real interactive control. The challenge is to provide the above requirements and collaborate multi-domain real world system with its multimodal virtual system in a bidirectional platform. Digital twin (DT), serving as a digital platform architecture, can enable dynamic synchronization, visualization, and virtual-real interaction across the full life cycle of physical space in virtual space. Building upon this concept, we developed an easy-to-use generative system for 'select area of interest - CFDT'. That is, a dynamic flooding information model-driven, auto-generative City Flooding Digital Twin (CFDT) system that supports near-real-time visual situational awareness, XR-based interaction, and smart decision-making. The developed prototype has undergone demonstration and tested at city, regional and street levels across different countries to assess its interpretability, usability, timely ability, and performance quantitatively and qualitatively. The results show that it is efficacy as a valuable tool for various CDT developments, providing a service fusion/integration platform across multiple domains. This work emphasizes the opportunities that CDT brings to smart city and EM. © 2024 IEEE.",exclude,"IC1 is satisfied: the paper’s core contribution is an “auto-generative City Flooding Digital Twin (CFDT) system,” explicitly positioned as the central platform for synchronization/visualization/virtual-real interaction.

IC2 is NOT satisfied: although the prototype is “tested … to assess its interpretability,” the abstract does not explicitly describe any explainability/interpretability/transparency/XAI mechanism (e.g., model explanations, provenance, uncertainty visualization, rationale generation, interpretable modeling choices) implemented or analyzed within the digital twin; it only reports interpretability as an evaluation attribute.

IC3 is NOT satisfied: the abstract references “decision-making among all stakeholders” and “XR-based interaction,” but it does not explicitly define concrete human roles (operator/analyst/decision-maker) nor explicitly state a human-in-the-loop/on-the-loop/human-centered interaction mechanism as part of the system architecture or evaluation beyond generic interaction wording.

Because IC2 and IC3 lack explicit support in the abstract/metadata, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:45.200693,4.5739665031433105
rayyan-471935391,XAI-driven digital twin for cobot dynamic error compensation,"Process and product fingerprints (FP) have been approved as effective parameters to reveal the principal contributing factors towards functionality in smart manufacturing processes. Though AI-driven methods outperform other approaches for fingerprint extraction, the lack of explainability in its black-box style predictions leads to misconceptions and trust issues among stakeholders. In this study, a novel explainable-AI (XAI) approach is proposed to identify mathematical fingerprint expressions by formulating them as graphs using the QLattice algorithm, inspired by path integral formulation. Here, the Qlattice model identifies explainable and human-comprehensible FP expressions for cobot dynamic error based on accelerometer signal features. The discovered symbolic model is subsequently applied to a digital twin which successfully tracked and compensated for dynamic errors autonomously in real time. © 2024 Elsevier B.V.. All rights reserved.",exclude,"IC1 is satisfied: the digital twin is a core element of the proposed system because the discovered symbolic model is ""subsequently applied to a digital twin"" that ""tracked and compensated for dynamic errors"" in real time. IC2 is satisfied: the paper explicitly proposes an ""explainable-AI (XAI) approach"" producing ""explainable and human-comprehensible"" mathematical expressions, and this XAI output is integrated into the digital-twin workflow. IC3 is not satisfied: although the abstract mentions ""stakeholders"" and ""trust issues,"" it does not explicitly define any human role (e.g., operator/engineer/decision-maker) nor describe any human-in-the-loop/on-the-loop/human-centered interaction in the system architecture or evaluation; in fact, the DT compensation is described as occurring ""autonomously."" Because all three criteria must be explicitly met and IC3 is missing, the article is excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:48.967745,3.760514974594116
rayyan-471935402,Cognitive Digital Twins for Improving Security in IT-OT Enabled Healthcare Applications,"Digital Twins (DTs), serving as virtual replicas of physical systems, facilitate novel pathways for real-time monitoring, and informed decision making in different healthcare applications such as remote surgery, hospital management, and telemedicine. In the rapidly evolving landscape of cyber security, the emergence of DTs has provided unparalleled capabilities of preempting cyber threats, testing incident response strategies, and compliance testing. Moreover, Cognitive Digital Twins (CDTs) not only replicate physical systems but also have the ability to learn and make decisions. However, such a human-in-the-loop decision making approach is lacking for improving security in Information Technology (IT) and Operational Technology (OT) infrastructures while IT-OT integration in healthcare introduces new cyber security concerns and an increasing threat landscape. In this study, we developed a conceptual CDT-based adaptive cyber security framework for IT-OT enabled healthcare applications which has the potential to address cyber threats in varying situations. This framework integrates physical and virtual healthcare twin for healthcare service providers in addition to a knowledge base of security/privacy events and cognitive cycle for facilitating the human-in-the-loop approach. This framework could enhance cyber security in IT-OT healthcare by incorporating interdisciplinary fields such as adaptive security, health information exchange, human factors, IT-OT integration, risk management, among others. This study also presents some prominent use cases for IT-OT healthcare systems. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",exclude,"IC1 satisfied: The work is explicitly centered on Digital Twins—specifically Cognitive Digital Twins—and proposes a “conceptual CDT-based adaptive cyber security framework” integrating physical and virtual healthcare twins. IC3 satisfied: The abstract explicitly incorporates “human-in-the-loop” decision making and mentions “human factors,” indicating a defined human role in the framework. IC2 not satisfied: The abstract contains no explicit proposal, implementation, evaluation, or formal analysis of explainability/interpretability/transparency/XAI mechanisms within the Digital Twin/CDT context (no mention of explanations, interpretability, transparency, XAI, or comparable mechanisms). Because all three criteria must be explicitly supported and IC2 is missing, the article is excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:52.023647,3.053008794784546
rayyan-471935403,Synergizing First-Principles and Machine Learning: Predicting Steel Flatness in the Era of Digital Twins and Physics-Informed Intelligence,"Flatness in steel strips and sheets is a paramount quality metric in steel manufacturing, vital for ensuring product integrity and safety during production. Contemporary rolling processes adeptly maintain local flatness, but challenges arise particularly with thinner and high-strength steel grades. These complexities manifest as pronounced flatness deviations during subsequent processing and post-production phases. Merging traditional first-principle models with advanced machine learning algorithms, this new initiative achieves a comprehensive holistic grasp of the origins of flatness discrepancies. Taking into account the physical nature of the forming process. This synergy offers plausible prediction of cross-process flatness deviations while ensuring transparency and interpretability. Key advancements of this method are the development of predictive models, real-time flatness monitoring tools and a state-of-the-art digital twin structure connected to a network of software agents. Through sensitivity analysis, critical process parameters influencing flatness are identified. These outcomes not only elevate flatness control and product quality but also amplify plant efficiency. Ultimately, the research holds the potential for significant cost savings for steel producers, augmented product standards, and a dedicated focus on sustainable production with minimized environmental repercussions. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",exclude,"IC1 (Digital Twin central): Satisfied. The abstract explicitly presents a “state-of-the-art digital twin structure” as a key advancement, connected to real-time monitoring tools and software agents, indicating the DT is a defining component of the proposed approach.

IC2 (Explainability/XAI within DT context): Not explicitly satisfied. While the abstract claims the approach “ensur[es] transparency and interpretability” and mentions sensitivity analysis to identify critical parameters, it does not explicitly frame these explainability/interpretability mechanisms as being implemented/analyzed within the digital twin itself (i.e., no clear DT-specific XAI architecture, method, or evaluation tied to the DT).

IC3 (Explicit human roles / human-in-the-loop): Not satisfied. The abstract contains no explicit human roles (operator/decision-maker/analyst) and no explicit human-in-the-loop/on-the-loop or human-centered interaction mechanisms in the system architecture or evaluation.

Because IC3 is missing (and IC2 is not unambiguously grounded in the digital twin context), the article does not meet all Phase 3 inclusion criteria and must be excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T12:01:56.640787,4.608141183853149
